Property Address,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Submarket Cluster,City,State,Zip,County Name,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,Floodplain Area,Number Of Stories,Latitude,Longitude
350 Hudson St,336032,160382,$56.45 - 68.99 (Est.),Office Building,New York,Hudson Square,Midtown South,New York,NY,10014-4504,Manhattan,N,4/29/2016,"2,374,708",75.47,1927,,24820,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,9,40.7276663,-74.0068558
440 Lafayette St,75000,15180,$44.77 - 54.72 (Est.),,New York,Greenwich Village,Midtown South,New York,NY,10003-6919,Manhattan,N,,,79.76,1875,,12500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7294897,-73.9921763
60 Madison Ave,218555,91280,$46.16 - 56.42 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10010-1600,Manhattan,N,8/29/1996,"6,914,000",69.41,1910,,16484,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,13,40.7433062,-73.9866473
180 Madison Ave,281252,101240,$44.37 - 54.23 (Est.),Office Building,New York,Murray Hill,Midtown,New York,NY,10016,Manhattan,N,7/18/2008,"146,200,000",74.40,1927,,11695,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,24,40.7476641,-73.9834008
232 Madison Ave,130000,38337,$39.75 - 48.59 (Est.),,New York,Murray Hill,Midtown,New York,NY,10016,Manhattan,N,4/11/1997,"7,100,000",77.87,1925,,8125,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,16,40.749953,-73.982011
420 Madison Ave,54130,10435,$41.00 - 50.11 (Est.),Office Building,New York,Plaza District,Midtown,New York,NY,10017-1107,Manhattan,N,,,80.72,1926,,3300,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7570372,-73.9765584
766 Madison Ave,6024,1500,$57.84 - 70.70 (Est.),,New York,Upper East Side,Uptown,New York,NY,10065-6563,Manhattan,N,1/24/2018,"37,000,000",75.10,1923,,1305,,Multi,09/05/2007,3604970089F,360497,0089F,100-year and 500-year Floodplain,5,40.767868,-73.9685708
4 Manhattan West,215339,136704,$45.41 - 55.50 (Est.),Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10001,Manhattan,N,7/16/2018,,43.52,1913,2018,13068,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,13,40.7529838,-73.9981446
116 Nassau St,140340,99013,$32.87 - 40.17 (Est.),,New York,Insurance District,Downtown,New York,NY,10038,Manhattan,N,,,29.45,1929,,10940,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,12,40.710632,-74.006767
440 Ninth Ave,412000,142296,$41.45 - 50.66 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-1620,Manhattan,N,12/6/2018,"269,000,000",79.41,1927,1999,18333,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,18,40.7536856,-73.9955538
250 Park Ave S,128000,71896,$56.87 - 69.50 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003-1402,Manhattan,N,12/15/1995,"12,235,000",53.21,1912,1995,11995,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.738215,-73.988137
315 Park Ave S,332000,123299,$60.56 - 74.02 (Est.),Office Building,New York,Gramercy Park,Midtown South,New York,NY,10010-3607,Manhattan,N,12/8/2021,,84.59,1910,2016,16600,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,20,40.7405312,-73.9856938
360 Park Ave S,450000,368608,$48.43 - 59.19 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10010-1710,Manhattan,N,12/1/2023,,18.09,1912,2000,22500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,20,40.7421095,-73.9855613
373 Park Ave S,120000,48828,$50.40 - 61.60 (Est.),Office Building,New York,Gramercy Park,Midtown South,New York,NY,10016-8805,Manhattan,N,,,66.59,1911,,8732,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7422471,-73.9845635
377 Park Ave S,17896,4000,$45.05 - 55.07 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10016-8807,Manhattan,N,,,77.65,1950,,2000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,8,40.742347,-73.9845357
381 Park Ave S,228000,65995,$50.34 - 61.52 (Est.),Office Live/Work Unit,New York,Gramercy Park,Midtown South,New York,NY,10016-8806,Manhattan,N,,,72.59,1910,,13068,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,16,40.742384,-73.984198
386 Park Ave S,260162,62597,$49.24 - 60.18 (Est.),Office Building,New York,Gramercy Park,Midtown South,New York,NY,10016-8804,Manhattan,N,1/29/2015,"201,500,000",75.94,1927,1990,8969,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,20,40.7430567,-73.984907
432 Park Ave S,126784,40520,$50.40 - 61.60 (Est.),Office Building,New York,Gramercy Park,Midtown South,New York,NY,10016-8013,Manhattan,N,,,83.50,1914,,7924,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,16,40.744163,-73.9837155
460 Park Ave S,163509,38812,$44.73 - 54.67 (Est.),,New York,Murray Hill,Midtown,New York,NY,10016-7315,Manhattan,N,,,80.74,1912,2010,13626,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7451005,-73.9831788
7 Penn Plz,368000,115675,$57.87 - 70.73 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3967,Manhattan,N,,,78.41,1921,,24831,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,18,40.7489391,-73.9925571
Pier 61,323616,165862,$62.75 - 76.69 (Est.),,New York,Chelsea,Midtown South,New York,NY,10011,Manhattan,N,12/18/2023,,73.42,1908,,150000,,Multi,09/05/2007,3604970182F,360497,0182F,100-year Floodplain,2,40.7472434,-74.0088564
275 Seventh Ave,729714,254129,$53.90 - 65.88 (Est.),,New York,Chelsea,Midtown South,New York,NY,10001-6708,Manhattan,N,,,77.37,1928,,27026,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,28,40.745663,-73.994194
512 Seventh Ave,553748,96127,$40.36 - 49.33 (Est.),Office Live/Work Unit,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-4603,Manhattan,N,12/30/2002,"87,939,727",82.64,1929,2000,13830,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,45,40.7533782,-73.989281
2162-2172 Third Ave,29607,4500,$30.51 - 37.29 (Est.),,New York,Harlem/North Manhattan,Uptown,New York,NY,10035,Manhattan,N,,,84.80,1930,,7526,,Multi,09/05/2007,3604970087F,360497,0087F,100-year and 500-year Floodplain,4,40.7995277,-73.9392494
40-42 Thompson St,33479,9953,$53.73 - 65.68 (Est.),,New York,Soho,Midtown South,New York,NY,10013-1627,Manhattan,N,1/26/2012,,70.27,1928,,3000,,Multi,09/05/2007,3604970182F,360497,0182F,100-year Floodplain,7,40.723283,-74.00371
44 Union Sq E,73323,42606,$48.84 - 59.70 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003-3210,Manhattan,N,,,41.89,2020,,10000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7362215,-73.9887121
88 University Pl,70642,68408,$50.45 - 61.66 (Est.),Loft/Creative Space,New York,Greenwich Village,Midtown South,New York,NY,10003-4513,Manhattan,N,7/30/2015,"70,000,000",3.16,1906,2022,6422,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.733786,-73.9933743
14 Vesey St,59826,59826,$44.94 - 54.93 (Est.),,New York,City Hall,Downtown,New York,NY,10007-2906,Manhattan,N,4/26/2021,"19,000,000",0.00,1929,,7929,0.00,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,5,40.7118801,-74.0092528
44 Wall St,354000,165756,$39.35 - 48.10 (Est.),Office Live/Work Unit,New York,Financial District,Downtown,New York,NY,10005-2401,Manhattan,N,3/10/2020,"200,000,000",59.08,1927,2006,13600,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,24,40.706806,-74.009326
2 Washington St,480000,166385,$38.68 - 47.27 (Est.),,New York,World Trade Center,Downtown,New York,NY,10004,Manhattan,Y,1/16/1996,"7,414,327",30.67,1972,1993,21818,0.02,Multi,09/05/2007,3604970184F,360497,0184F,100-year Floodplain,22,40.705659,-74.015632
121 Varick St,146861,29164,$53.00 - 57.00,Office Live/Work Unit,New York,Hudson Square,Midtown South,New York,NY,10013-1408,Manhattan,Y,,,63.17,1928,,12623,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,12,40.7248825,-74.0064161
512 W 181st St,25400,25400,$40.00,Office Building,New York,Harlem/North Manhattan,Uptown,New York,NY,10033-5101,Manhattan,Y,1/6/2021,"6,000,000",0.00,1900,,5200,,Single,09/05/2007,3604970081F,360497,0081F,100-year and 500-year Floodplain,3,40.8482923,-73.9319729
39-41 Wooster St,18500,13700,$47.63 - 114.72,,New York,Soho,Midtown South,New York,NY,10013-2299,Manhattan,N,,,39.46,1900,,1600,,Multi,09/05/2007,3604970182F,360497,0182F,100-year Floodplain,4,40.722605,-74.002766
42 Broadway,396100,125146,$35.00 - 55.00,,New York,Financial District,Downtown,New York,NY,10004,Manhattan,N,5/18/1995,"9,761,062",71.86,1904,,17000,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,22,40.705953,-74.012653
333 W 52nd St,111000,37373,$45.00 - 49.00,,New York,Columbus Circle,Midtown,New York,NY,10019-6238,Manhattan,N,,,66.33,1929,,7505,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.764352,-73.986631
150 W 30th St,224841,104257,$46.00,Office Live/Work Unit,New York,Chelsea,Midtown South,New York,NY,10001-4003,Manhattan,N,,,53.63,1926,,10000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,20,40.7480432,-73.992007
25 Howard St,11364,4650,$42.50 - 120.00,Loft/Creative Space,New York,Soho,Midtown South,New York,NY,10013-3164,Manhattan,N,,,59.08,1915,,2509,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,3,40.7193268,-74.0006175
134 5th Ave,19300,4000,$42.00,,New York,Chelsea,Midtown South,New York,NY,10011-4318,Manhattan,N,,,79.27,1935,1990,4000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.738894,-73.991829
58 E 11th St,20600,5700,$75.00 - 96.00,Loft/Creative Space,New York,Greenwich Village,Midtown South,New York,NY,10003-6011,Manhattan,N,,,72.33,1900,,2800,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,8,40.7327383,-73.9925689
13 E 16th St,19109,5543,$40.00 - 125.00,Office Live/Work Unit,New York,Gramercy Park,Midtown South,New York,NY,10003-3114,Manhattan,N,6/16/2020,,84.08,1910,,2204,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,9,40.7370643,-73.991561
44 W 18th St,211871,46270,$48.00 - 69.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10011-4611,Manhattan,N,5/12/2023,"45,864",80.83,1906,,16553,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7392163,-73.9943945
133 W 19th St,38300,8200,$51.00 - 53.00,,New York,Chelsea,Midtown South,New York,NY,10011-4117,Manhattan,N,,,78.59,1909,,3830,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,10,40.74122,-73.99591
137 W 19th St,13000,5550,$43.00 - 180.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10011-4154,Manhattan,N,9/30/2016,"10,500,000",57.31,1900,2017,2178,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7412694,-73.9959836
36-38 W 20th St,55000,25016,$45.00 - 48.00,,New York,Chelsea,Midtown South,New York,NY,10011-4212,Manhattan,N,,,71.34,1906,,5000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.740345,-73.99311
48 W 20th St,8100,6292,$45.42 - 86.00,Office Building,New York,Chelsea,Midtown South,New York,NY,10011,Manhattan,N,,,22.32,1910,,1600,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7405166,-73.9935728
34 W 22nd St,14642,2750,$67.70,,New York,Chelsea,Midtown South,New York,NY,10010-5805,Manhattan,N,,,81.22,1910,1987,2440,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.741526,-73.992016
27-33 W 23rd St,101600,27958,$110.88,Office Building,New York,Chelsea,Midtown South,New York,NY,10010-4202,Manhattan,N,,,72.48,1880,,16933,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7423,-73.990704
53 W 23rd St,230000,50727,$39.00 - 54.00,,New York,Chelsea,Midtown South,New York,NY,10010-4204,Manhattan,N,,,77.94,1915,,16909,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.742688,-73.9915495
49 W 24th St,63050,4850,$31.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10010-3206,Manhattan,Y,,,84.62,1910,1981,5732,0.02,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,11,40.743483,-73.991448
150 W 25th St,71528,10996,$35.00 - 40.00,,New York,Chelsea,Midtown South,New York,NY,10001,Manhattan,N,,,84.63,1911,,5200,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.744816,-73.9938627
25 W 26th St,36500,20000,$25.00 - 43.00,,New York,Chelsea,Midtown South,New York,NY,10010-1004,Manhattan,N,,,72.60,1900,,3945,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,7,40.744406,-73.989831
513-531 W 26th St,130000,67940,$62.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-5503,Manhattan,N,,,68.51,1920,,7500,,Multi,09/05/2007,3604970069F,360497,0069F,500-year Floodplain,9,40.7502019,-74.003746
544-548 W 27th St,30000,15300,$50.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-5537,Manhattan,N,,,57.33,1910,,5000,,Multi,09/05/2007,3604970069F,360497,0069F,500-year Floodplain,6,40.750819,-74.0044121
49 W 28th St,5500,1900,$51.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-4202,Manhattan,N,,,65.45,1920,,1325,,,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7459829,-73.9898034
51 W 28th St,4805,1300,$28.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-4216,Manhattan,N,,,72.94,1920,,1300,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7460061,-73.9898706
39 W 29th St,56931,20000,$22.00 - 39.00,Medical,New York,Chelsea,Midtown South,New York,NY,10001-4208,Manhattan,N,,,73.65,1914,,5000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.746493,-73.9891399
122 W 29th St,9125,2000,$36.00,Office/Residential,New York,Chelsea,Midtown South,New York,NY,10001-5305,Manhattan,Y,8/15/2012,"4,600,000",78.08,1920,,2281,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7469318,-73.9912679
125-127 W 29th St,10300,1780,$42.00,,New York,Chelsea,Midtown South,New York,NY,10001-5788,Manhattan,N,,,82.72,1930,,2000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7472407,-73.9910725
143 W 29th St,59267,21400,$28.00 - 34.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-5103,Manhattan,Y,,,51.48,1912,,5255,0.02,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.747616,-73.9916129
227-229 W 29th St,55000,18963,$29.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-5210,Manhattan,N,,,65.52,1927,,4100,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,14,40.748518,-73.994013
124 W 30th St,43903,16693,$69.00,Loft/Creative Space,New York,Chelsea,Midtown South,New York,NY,10001-4009,Manhattan,N,,,61.98,1924,,10976,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7475499,-73.990815
241 W 30th St,24000,4000,$27.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-2823,Manhattan,N,12/3/1997,"4,621,250",83.33,1923,,3900,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.749297,-73.993834
22 W 32nd St,113000,45000,$40.00,Office Live/Work Unit,New York,Penn Plaza/Garment,Midtown,New York,NY,10001,Manhattan,N,1/8/2014,"55,000,000",60.18,1913,,7000,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,17,40.7475712,-73.9869317
34-36 W 32nd St,57500,22500,$40.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3800,Manhattan,N,5/17/2004,"13,600,000",60.87,1906,,4791,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7477368,-73.9872956
38-40 W 32nd St,150000,45785,$40.00 - 51.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3816,Manhattan,N,11/24/2008,"56,500,000",69.48,1915,,8302,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,16,40.7476103,-73.9875222
237 W 35th St,160083,38967,$35.00 - 78.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-1905,Manhattan,N,,,81.17,1924,,10878,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,17,40.7525368,-73.9914822
253 W 35th St,154886,23795,$28.00,Office Live/Work Unit,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-1907,Manhattan,N,,,84.64,1924,,9600,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7526929,-73.9920058
15 W 36th St,80000,27250,$32.00 - 33.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-7910,Manhattan,N,,,65.94,1917,1972,4229,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7503151,-73.9846466
34 W 36th St,10300,1800,$100.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-8023,Manhattan,N,5/15/2014,"8,100,000",82.52,1960,2003,2000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7502525,-73.9852011
140 W 36th St,13600,2300,$31.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-6916,Manhattan,N,,,83.09,1923,2014,2300,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.7516221,-73.9886507
247 W 36th St,36500,12200,$10.00 - 32.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-7547,Manhattan,N,5/7/2008,"5,200,000",75.07,1920,,4785,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.753151,-73.99125
447 W 36th St,16000,9250,$40.00 - 50.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,N,,,42.19,1910,,2500,0.29,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7557114,-73.9974586
13 E 37th St,17819,6530,$30.00,Office/Residential,New York,Murray Hill,Midtown,New York,NY,10016-2821,Manhattan,Y,3/14/2006,"7,700,000",63.35,1924,,2227,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,8,40.750049,-73.9821167
144 W 37th St,15435,1500,$35.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-6910,Manhattan,Y,7/15/2016,"21,950,000",0.00,1920,,2573,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7524724,-73.9886943
218 W 37th St,17726,6000,$35.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,N,1/30/2007,"8,100,000",66.15,1922,,2532,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,7,40.7531822,-73.9901909
221-223 W 37th St,22000,5772,$30.00,Office Building,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,N,5/25/2022,"15,450,000",73.76,1920,,3485,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7535055,-73.9901909
49 W 38th St,73600,16597,$35.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-5509,Manhattan,N,6/14/2000,"10,000,000",77.45,1924,,4792,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,16,40.7520904,-73.9848666
230 W 38th St,150372,39254,$37.00 - 39.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-5803,Manhattan,N,,,73.90,1929,,7352,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,18,40.7538021,-73.9900205
246 W 38th St,96601,19124,$30.00 - 35.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018,Manhattan,Y,,,71.09,1922,,6850,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,14,40.7539788,-73.9904576
262 W 38th St,96491,16710,$32.00 - 35.00,,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-5808,Manhattan,N,,,82.68,1934,,5676,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,17,40.7542224,-73.991104
10 E 39th St,96612,29397,$38.00 - 360.00,Office Live/Work Unit,New York,Grand Central,Midtown,New York,NY,10016-0111,Manhattan,N,,,82.48,1920,,7405,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.750993,-73.9816726
21-23 W 39th St,15000,5000,$31.00,Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-3891,Manhattan,N,7/16/1999,"2,065,000",66.67,1920,,2469,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7523608,-73.9835367
